               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
   1          3338564.30                0.00          2320579.74          2427491.51                0.00                0.00
   2           732905.77                0.00           575411.78          2241004.99                0.00                0.00
   3                0.00                0.00                0.00          1398627.22                0.00                0.00
   4                0.00                0.00                0.00          1866853.03                0.00                0.00
   5                0.00                0.00                0.00          2479017.89                0.00                0.00
   6          3711307.67                0.00          3582668.32          5153984.05                0.00                0.00
   7          3918095.37                0.00          3570508.68          5285634.01                0.00                0.00
   8          4219021.48                0.00          3534600.50          4925423.01                0.00                0.00
   9          5965228.18                0.00          4696634.49          3783081.68                0.00                0.00
  10          8228200.94                0.00          6281896.89          2188211.49                0.00                0.00
  11          6956369.12                0.00          4380690.48           761531.51                0.00                0.00
  12          4957186.03                0.00          2707089.93           194764.95                0.00                0.00
  13          3007318.69                0.00          2164788.48          1068994.78                0.00                0.00
  14           554499.84                0.00           431003.33          1836865.48                0.00                0.00
  15                0.00                0.00                0.00          1388810.86                0.00                0.00
  16                0.00                0.00                0.00          1872623.91                0.00                0.00
  17                0.00                0.00                0.00          2557027.03                0.00                0.00
  18          3373915.46                0.00          3257146.24          4636107.04                0.00                0.00
  19          4897619.86                0.00          4432568.63          6196634.83                0.00                0.00
  20          6007614.70                0.00          4730390.94          3561905.09                0.00                0.00
  21          7588627.98                0.00          6246978.07          5024175.14                0.00                0.00
  22          8162692.55                0.00          6089972.94          2189542.93                0.00                0.00
  23          7823681.86                0.00          4234985.53                0.00                0.00                0.00
  24          5259535.28                0.00          3170439.73           433729.75                0.00                0.00
  25          3193052.40                0.00          2748968.85          3409351.74                0.00                0.00
  26           761852.18                0.00           735525.43          2246930.10                0.00                0.00
  27                0.00                0.00                0.00          1429235.65                0.00                0.00
  28                0.00                0.00                0.00          1431127.34                0.00                0.00
  29                0.00                0.00                0.00          2064207.88                0.00                0.00
  30          3373915.46                0.00          3257455.59          4699676.06                0.00                0.00
  31          4244603.96                0.00          4064981.74          5850063.47                0.00                0.00
  32          6073047.83                0.00          5386136.48          7778271.03                0.00                0.00
  33          7798052.53                0.00          6381449.40          8868605.34                0.00                0.00
  34          7604323.26                0.00          5547271.80          1586759.52                0.00                0.00
  35          7039271.33                0.00          5439615.48          2433102.96                0.00                0.00
  36          5561462.28                0.00          4156820.28           588313.39                0.00                0.00
  37          3382803.81                0.00          2692917.40          1842258.61                0.00                0.00
  38           672046.53                0.00           510627.76           773175.67                0.00                0.00
  39                0.00                0.00                0.00          1406820.45                0.00                0.00
  40                0.00                0.00                0.00          1404586.25                0.00                0.00
