               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
   1          4579574.85                0.00          3157192.20          1253567.57                0.00                0.00
   2           997283.30                0.00           802077.33          1499358.61                0.00                0.00
   3                0.00                0.00                0.00           938806.34                0.00                0.00
   4                0.00                0.00                0.00          1253758.93                0.00                0.00
   5                0.00                0.00                0.00          1648374.27                0.00                0.00
   6          5033201.08                0.00          4916222.19          3467974.97                0.00                0.00
   7          5313642.42                0.00          4904657.37          3507322.63                0.00                0.00
   8          5741856.65                0.00          4895425.65          3116571.90                0.00                0.00
   9          8157903.82                0.00          6584281.77          2311089.52                0.00                0.00
  10         11264981.00                0.00          8821501.58          1461962.31                0.00                0.00
  11          9530794.01                0.00          5773506.53           527150.16                0.00                0.00
  12          6794788.20                0.00          3413446.88           135191.12                0.00                0.00
  13          4103223.13                0.00          2919400.46           722893.27                0.00                0.00
  14           752295.30                0.00           563006.72          1243548.60                0.00                0.00
  15                0.00                0.00                0.00           928989.98                0.00                0.00
  16                0.00                0.00                0.00          1259529.81                0.00                0.00
  17                0.00                0.00                0.00          1696717.57                0.00                0.00
  18          4575636.53                0.00          4469477.47          3103372.74                0.00                0.00
  19          6642053.90                0.00          6088937.95          4011648.17                0.00                0.00
  20          8195890.06                0.00          6596336.82          1946934.54                0.00                0.00
  21         10360626.03                0.00          8713735.02          3448715.98                0.00                0.00
  22         11184022.78                0.00          8358696.89          1471256.72                0.00                0.00
  23         10724458.04                0.00          5270430.89                0.00                0.00                0.00
  24          7207878.24                0.00          4328778.46           296388.16                0.00                0.00
  25          4352498.91                0.00          3816232.71          2302092.14                0.00                0.00
  26          1033208.66                0.00          1009279.04          1505283.72                0.00                0.00
  27                0.00                0.00                0.00           969414.77                0.00                0.00
  28                0.00                0.00                0.00           971306.46                0.00                0.00
  29                0.00                0.00                0.00          1372004.59                0.00                0.00
  30          4575636.53                0.00          4469792.54          3166941.17                0.00                0.00
  31          5756446.83                0.00          5583813.14          3921783.35                0.00                0.00
  32          8236145.75                0.00          7395654.15          5073089.01                0.00                0.00
  33         10586246.22                0.00          8831773.10          5550713.25                0.00                0.00
  34         10405223.86                0.00          7837414.70           587032.52                0.00                0.00
  35          9633248.29                0.00          7632525.53          1650128.22                0.00                0.00
  36          7619621.50                0.00          5709883.18           399156.60                0.00                0.00
  37          4629053.05                0.00          3534896.79          1247255.06                0.00                0.00
  38           920642.27                0.00           560255.26           527243.12                0.00                0.00
  39                0.00                0.00                0.00           946999.57                0.00                0.00
  40                0.00                0.00                0.00           944765.37                0.00                0.00
  41                0.00                0.00                0.00          1358803.91                0.00                0.00
  42          5033201.08                0.00          4896973.27          3224630.14                0.00                0.00
  43          6024736.62                0.00          4998847.85          1572664.50                0.00                0.00
  44          8486967.81                0.00          6972964.10          2701653.28                0.00                0.00
  45          9979335.19                0.00          7582947.75                0.00                0.00                0.00
  46         12786854.63                0.00          7217368.88                0.00                0.00                0.00
  47         10311011.67                0.00          4153348.30                0.00                0.00                0.00
  48          7406191.95                0.00          3382517.73           350943.23                0.00                0.00
  49          2941079.44                0.00          2334348.00            51955.61                0.00                0.00
  50           826566.60                0.00           807511.92          1271396.86                0.00                0.00
  51                0.00                0.00                0.00           948140.77                0.00                0.00
  52                0.00                0.00                0.00           673348.35                0.00                0.00
  53                0.00                0.00                0.00          2163252.39                0.00                0.00
  54          3660509.22                0.00          3575968.49          2586249.24                0.00                0.00
  55          5756446.83                0.00          5623387.70          3995305.10                0.00                0.00
  56          8693710.31                0.00          7970691.53          5809543.71                0.00                0.00
  57         10130283.89                0.00          8079692.74          4119694.58                0.00                0.00
  58         10877106.63                0.00          8578734.12          3064275.06                0.00                0.00
  59         10403278.20                0.00          7828387.27                0.00                0.00                0.00
  60          7194411.20                0.00          5402282.18           112888.27                0.00                0.00
  61          4455289.44                0.00          3174072.82            41564.49                0.00                0.00
  62          1078549.61                0.00           683330.79           875743.97                0.00                0.00
  63                0.00                0.00                0.00           982519.98                0.00                0.00
  64                0.00                0.00                0.00           993606.65                0.00                0.00
  65                0.00                0.00                0.00          1699827.30                0.00                0.00
  66          4118073.78                0.00          4022770.24          2818578.26                0.00                0.00
  67          6199249.49                0.00          5924341.79          4209919.63                0.00                0.00
  68          8686821.93                0.00          7564371.66          4790838.79                0.00                0.00
  69         11081563.92                0.00          8022696.93          1254771.19                0.00                0.00
  70         12535205.70                0.00          9469500.27           298773.33                0.00                0.00
  71         11149417.23                0.00          7430979.95           151635.51                0.00                0.00
  72          6815787.77                0.00          4450055.14           723390.47                0.00                0.00
  73          4225535.21                0.00          3716803.10          1474805.94                0.00                0.00
  74           934992.25                0.00           804097.69          1533308.36                0.00                0.00
  75                0.00                0.00                0.00          1004590.60                0.00                0.00
  76                0.00                0.00                0.00          1272515.97                0.00                0.00
  77                0.00                0.00                0.00          1357162.07                0.00                0.00
  78          4575636.53                0.00          4468965.23          3060767.19                0.00                0.00
  79          6199249.49                0.00          5515823.34          3373725.65                0.00                0.00
  80         10386530.82                0.00          7838197.35          1532427.88                0.00                0.00
  81          9961568.66                0.00          7655139.50          1332044.48                0.00                0.00
  82          7189037.04                0.00          5701109.13          1403996.84                0.00                0.00
  83           887447.83                0.00           812060.60           609834.85                0.00                0.00
  84           885607.07                0.00           865195.61           595062.81                0.00                0.00
  85           457564.55                0.00           447012.23           311877.97                0.00                0.00
  86           206642.06                0.00           201879.37           317849.84                0.00                0.00
  87                0.00                0.00                0.00           955106.72                0.00                0.00
  88                0.00                0.00                0.00          1028998.77                0.00                0.00
  89                0.00                0.00                0.00          1359587.08                0.00                0.00
  90          4118073.78                0.00          4022875.19          2854188.30                0.00                0.00
  91          6199249.49                0.00          5872407.39          4107766.15                0.00                0.00
  92          6863455.70                0.00          6435346.98          4681131.66                0.00                0.00
  93         10600265.46                0.00          8931382.68          5966631.89                0.00                0.00
  94         12772029.61                0.00          9612369.39          1588089.32                0.00                0.00
  95         11146105.80                0.00          8485657.39           111398.15                0.00                0.00
  96          7696749.36                0.00          6077944.40          1260770.44                0.00                0.00
  97          4325044.31                0.00          3753649.33          1841012.78                0.00                0.00
  98           826566.60                0.00           807503.18          1288344.08                0.00                0.00
  99                0.00                0.00                0.00           955004.01                0.00                0.00
 100                0.00                0.00                0.00          1282156.15                0.00                0.00
 101                0.00                0.00                0.00          2207568.93                0.00                0.00
 102          3660509.22                0.00          3575598.76          2456655.66                0.00                0.00
 103          6199249.49                0.00          5525021.61          2769003.61                0.00                0.00
 104          9062474.63                0.00          6782486.77           890375.03                0.00                0.00
 105         10177176.49                0.00          7584594.87                0.00                0.00                0.00
 106         11961896.32                0.00          9091400.95                0.00                0.00                0.00
 107          9933064.59                0.00          7598701.39           407847.73                0.00                0.00
 108          7846665.72                0.00          5600747.48                0.00                0.00                0.00
 109          4063216.86                0.00          3851401.58           616943.53                0.00                0.00
 110          1033208.66                0.00          1009323.89          1555224.70                0.00                0.00
 111                0.00                0.00                0.00           947744.89                0.00                0.00
 112                0.00                0.00                0.00           995315.86                0.00                0.00
 113                0.00                0.00                0.00          1746659.10                0.00                0.00
